order_id,timestamp,warehouse_id,city,hour,day_of_week,month,is_weekend,n_items,basket_value_eur,has_heavy_items,primary_category,active_orders,warehouse_utilization,available_riders,rider_utilization,distance_km,temperature_c,is_raining,rain_intensity_mm,wind_speed_kmh,pick_time_min,rider_wait_min,travel_time_min,delivery_time_min,promised_time_min,promise_kept
ORD-001885,2025-02-14 23:19:55,CGN-01,Cologne,23,4,2,0,3,7.56,0,personal_care,11,0.2,2,3.667,3.43,-7.9,0,0.0,9.9,4.2,2.8,11.8,18.8,15,0
ORD-001886,2025-02-15 08:05:16,MUC-01,Munich,8,5,2,1,9,37.49,0,beverages,23,0.307,1,11.5,1.2,-6.3,0,0.0,18.8,6.9,5.8,6.2,18.9,15,0
ORD-001887,2025-02-15 09:12:35,HAM-01,Hamburg,9,5,2,1,9,19.51,0,snacks,30,0.429,3,7.5,2.03,-6.7,0,0.0,32.7,6.6,1.0,11.1,18.7,15,0
ORD-001888,2025-02-15 09:25:09,CGN-01,Cologne,9,5,2,1,7,13.64,0,beverages,31,0.564,1,15.5,1.05,0.9,0,0.0,7.6,6.2,0.4,5.2,11.8,10,0
ORD-001889,2025-02-15 09:26:34,MUC-01,Munich,9,5,2,1,5,9.43,0,beverages,24,0.32,3,6.0,1.03,0.6,1,0.0,24.8,4.3,1.1,2.8,8.2,10,1
ORD-001890,2025-02-15 09:37:21,DUS-01,Düsseldorf,9,5,2,1,5,14.46,0,beverages,29,0.58,1,14.5,1.01,-3.5,0,0.0,22.3,4.7,2.0,7.1,13.8,15,1
ORD-001891,2025-02-15 10:02:24,MUC-01,Munich,10,5,2,1,3,9.94,0,household,27,0.36,1,13.5,2.66,-9.3,0,0.0,9.6,3.1,12.5,9.5,25.1,25,0
ORD-001892,2025-02-15 10:41:12,BER-02,Berlin,10,5,2,1,6,28.58,0,frozen,27,0.45,2,9.0,1.4,-7.6,0,0.0,14.2,6.0,2.2,7.5,15.7,15,0
ORD-001893,2025-02-15 10:59:10,BER-01,Berlin,10,5,2,1,5,8.82,0,frozen,33,0.412,4,6.6,0.86,-4.5,1,8.8,12.0,4.2,0.0,5.4,9.6,10,1
ORD-001894,2025-02-15 11:46:05,MUC-01,Munich,11,5,2,1,6,29.43,1,meat_fish,33,0.44,2,11.0,0.3,-8.0,0,0.0,43.8,5.4,4.4,1.5,11.3,10,0
ORD-001895,2025-02-15 12:02:05,HAM-01,Hamburg,12,5,2,1,7,33.95,0,fresh_produce,68,0.971,8,7.556,0.92,-3.5,0,0.0,27.1,7.7,0.6,5.2,13.5,15,1
ORD-001896,2025-02-15 12:02:28,MUC-01,Munich,12,5,2,1,6,15.65,0,fresh_produce,75,1.0,13,5.357,1.63,-1.8,0,0.0,11.0,8.1,0.1,6.1,14.3,15,1
ORD-001897,2025-02-15 12:39:59,DUS-01,Düsseldorf,12,5,2,1,5,8.14,0,snacks,39,0.78,4,7.8,1.3,-10.9,0,0.0,9.9,5.3,0.1,2.8,8.2,10,1
ORD-001898,2025-02-15 12:56:26,BER-01,Berlin,12,5,2,1,3,7.03,0,bakery,80,1.0,13,5.714,2.9,-4.5,0,0.0,14.4,6.1,0.3,8.7,15.1,15,0
ORD-001899,2025-02-15 13:30:43,CGN-01,Cologne,13,5,2,1,4,17.54,1,bakery,55,1.0,6,7.857,1.46,-7.0,1,1.3,13.9,8.7,0.5,3.3,12.5,15,1
ORD-001900,2025-02-15 13:40:16,HAM-01,Hamburg,13,5,2,1,9,37.11,0,dairy,70,1.0,6,10.0,1.28,-8.3,0,0.0,6.2,8.1,0.1,4.6,12.8,15,1
ORD-001901,2025-02-15 14:09:42,BER-01,Berlin,14,5,2,1,5,21.91,0,snacks,80,1.0,11,6.667,1.16,-6.8,0,0.0,13.0,7.2,0.0,3.7,10.9,10,0
ORD-001902,2025-02-15 14:18:46,MUC-01,Munich,14,5,2,1,3,13.99,0,household,75,1.0,13,5.357,1.05,-4.5,0,0.0,10.9,6.0,0.5,4.3,10.8,10,0
ORD-001903,2025-02-15 14:47:22,HAM-01,Hamburg,14,5,2,1,5,21.75,0,frozen,70,1.0,6,10.0,3.6,-3.0,1,0.7,8.8,7.9,0.1,14.4,22.4,25,1
ORD-001904,2025-02-15 15:15:24,CGN-01,Cologne,15,5,2,1,4,14.98,1,snacks,27,0.491,3,6.75,2.18,-2.9,0,0.0,6.8,5.3,0.9,8.6,14.8,15,1
ORD-001905,2025-02-15 16:15:22,HAM-01,Hamburg,16,5,2,1,8,26.43,0,frozen,42,0.6,2,14.0,3.54,-6.6,0,0.0,7.1,6.2,2.2,10.6,19.0,15,0
ORD-001906,2025-02-15 16:41:31,CGN-01,Cologne,16,5,2,1,5,9.9,1,fresh_produce,24,0.436,3,6.0,1.79,-5.1,1,0.5,8.6,5.4,2.1,6.8,20.1,25,1
ORD-001907,2025-02-15 17:03:49,MUC-01,Munich,17,5,2,1,7,14.83,0,meat_fish,25,0.333,2,8.333,2.34,-3.3,1,0.2,22.5,5.7,2.0,10.0,17.7,15,0
ORD-001908,2025-02-15 17:40:29,HAM-01,Hamburg,17,5,2,1,2,5.19,0,snacks,40,0.571,3,10.0,1.28,-6.4,0,0.0,5.8,5.1,0.1,5.5,10.7,10,0
ORD-001909,2025-02-15 17:44:56,HAM-01,Hamburg,17,5,2,1,6,7.41,1,beverages,35,0.5,1,17.5,2.14,-6.6,1,0.0,27.6,5.1,2.0,13.9,21.0,25,1
ORD-001910,2025-02-15 17:52:26,BER-01,Berlin,17,5,2,1,3,8.15,0,dairy,32,0.4,5,5.333,1.25,-7.3,0,0.0,8.8,4.2,0.0,4.9,9.1,10,1
ORD-001911,2025-02-15 17:54:13,MUC-01,Munich,17,5,2,1,6,16.82,0,frozen,42,0.56,4,8.4,2.17,-0.9,1,13.9,8.5,5.8,0.1,15.6,21.5,25,1
ORD-001912,2025-02-15 18:30:46,MUC-01,Munich,18,5,2,1,5,18.89,0,fresh_produce,75,1.0,9,7.5,2.94,-9.0,0,0.0,22.3,5.9,0.1,14.3,20.3,25,1
ORD-001913,2025-02-15 19:00:20,DUS-01,Düsseldorf,19,5,2,1,5,10.82,0,bakery,50,1.0,7,6.25,2.13,-5.7,0,0.0,26.8,6.7,0.2,9.0,15.9,15,0
ORD-001914,2025-02-15 19:07:58,HAM-01,Hamburg,19,5,2,1,4,13.05,0,frozen,66,0.943,3,16.5,0.75,-5.5,0,0.0,36.4,6.2,0.8,4.7,11.7,10,0
ORD-001915,2025-02-15 19:11:12,HAM-01,Hamburg,19,5,2,1,6,18.58,1,meat_fish,70,1.0,4,14.0,0.41,-3.7,0,0.0,21.5,8.0,0.0,4.2,12.2,15,1
ORD-001916,2025-02-15 19:15:23,BER-01,Berlin,19,5,2,1,8,20.31,1,beverages,80,1.0,6,11.429,0.73,-9.6,0,0.0,21.8,9.2,0.0,3.7,12.9,15,1
ORD-001917,2025-02-15 19:15:29,MUC-01,Munich,19,5,2,1,5,19.39,0,snacks,64,0.853,5,10.667,1.57,-7.0,0,0.0,14.6,6.7,0.1,7.5,14.3,15,1
ORD-001918,2025-02-15 19:20:07,CGN-01,Cologne,19,5,2,1,4,6.02,1,bakery,53,0.964,3,13.25,1.34,-3.9,0,0.0,6.9,7.4,1.7,5.2,19.4,15,0
ORD-001919,2025-02-15 19:33:11,BER-02,Berlin,19,5,2,1,4,14.13,0,alcohol,60,1.0,7,7.5,3.57,-8.6,0,0.0,4.1,6.2,0.0,15.2,30.4,35,1
ORD-001920,2025-02-15 19:44:31,BER-01,Berlin,19,5,2,1,3,12.66,0,fresh_produce,72,0.9,4,14.4,3.5,-7.1,1,4.0,3.9,5.4,0.1,18.5,24.0,25,1
ORD-001921,2025-02-15 19:55:35,MUC-01,Munich,19,5,2,1,3,10.41,0,household,72,0.96,9,7.2,2.17,-6.1,0,0.0,6.2,6.9,0.0,11.1,18.0,15,0
ORD-001922,2025-02-15 20:01:16,BER-01,Berlin,20,5,2,1,2,3.8,0,household,68,0.85,6,9.714,3.3,-8.0,0,0.0,5.7,4.5,0.4,10.1,15.0,15,1
ORD-001923,2025-02-15 20:23:21,HAM-01,Hamburg,20,5,2,1,4,6.74,1,fresh_produce,58,0.829,5,9.667,2.04,-4.8,0,0.0,6.1,6.6,0.2,7.1,13.9,15,1
ORD-001924,2025-02-15 21:11:51,MUC-01,Munich,21,5,2,1,4,14.59,1,meat_fish,75,1.0,4,15.0,4.25,-9.7,0,0.0,7.5,6.0,0.4,13.0,19.4,15,0
ORD-001925,2025-02-15 21:21:27,HAM-01,Hamburg,21,5,2,1,4,12.58,0,snacks,70,1.0,4,14.0,3.02,-3.6,0,0.0,8.1,6.7,0.3,8.5,15.5,15,0
ORD-001926,2025-02-15 21:23:54,BER-02,Berlin,21,5,2,1,5,10.27,1,personal_care,60,1.0,7,7.5,0.99,-2.6,0,0.0,15.6,8.6,0.2,1.5,10.3,10,0
ORD-001927,2025-02-15 21:37:20,CGN-01,Cologne,21,5,2,1,7,21.64,0,meat_fish,55,1.0,6,7.857,2.28,-2.9,0,0.0,4.7,7.8,0.2,7.3,18.3,15,0
ORD-001928,2025-02-15 23:13:02,BER-02,Berlin,23,5,2,1,6,23.85,1,meat_fish,31,0.517,3,7.75,0.77,-4.1,0,0.0,10.9,6.6,0.2,1.5,8.3,10,1
ORD-001929,2025-02-15 23:39:02,BER-01,Berlin,23,5,2,1,3,8.34,1,snacks,41,0.512,4,8.2,2.07,-2.0,1,0.8,8.3,6.7,0.2,7.3,14.2,15,1
ORD-001930,2025-02-16 09:27:52,HAM-01,Hamburg,9,6,2,1,7,25.65,1,personal_care,23,0.329,1,11.5,1.27,-7.1,0,0.0,8.4,8.0,0.2,8.6,16.8,15,0
ORD-001931,2025-02-16 10:00:12,BER-01,Berlin,10,6,2,1,6,10.89,0,meat_fish,40,0.5,6,5.714,1.26,-3.8,1,0.2,9.5,5.7,0.7,4.3,10.7,10,0
ORD-001932,2025-02-16 10:00:43,MUC-01,Munich,10,6,2,1,2,7.03,0,household,26,0.347,2,8.667,1.05,-6.0,1,3.9,14.8,3.4,1.2,3.4,8.0,10,1
ORD-001933,2025-02-16 10:04:42,MUC-01,Munich,10,6,2,1,5,7.86,0,bakery,18,0.24,2,6.0,0.76,-5.6,1,1.0,14.3,4.7,2.7,1.5,8.9,10,1
ORD-001934,2025-02-16 11:08:19,BER-01,Berlin,11,6,2,1,3,10.08,0,alcohol,37,0.462,6,5.286,3.46,-8.5,0,0.0,3.8,3.1,0.7,9.9,13.7,15,1
ORD-001935,2025-02-16 12:38:58,MUC-01,Munich,12,6,2,1,8,27.04,0,household,75,1.0,12,5.769,1.78,-4.5,0,0.0,11.6,8.1,0.0,7.0,15.1,15,0
ORD-001936,2025-02-16 12:48:51,BER-02,Berlin,12,6,2,1,7,15.51,1,alcohol,60,1.0,9,6.0,0.58,-7.1,0,0.0,7.9,8.4,0.8,1.5,20.7,25,1
ORD-001937,2025-02-16 13:22:09,MUC-01,Munich,13,6,2,1,3,6.95,0,personal_care,75,1.0,7,9.375,1.36,-8.6,0,0.0,17.3,4.1,0.5,4.7,9.3,10,1
ORD-001938,2025-02-16 14:01:01,MUC-01,Munich,14,6,2,1,11,39.15,0,dairy,75,1.0,5,12.5,2.03,-9.4,0,0.0,6.5,8.2,0.1,8.1,16.4,15,0
ORD-001939,2025-02-16 14:32:12,BER-02,Berlin,14,6,2,1,5,15.07,0,household,56,0.933,6,8.0,2.83,-3.2,0,0.0,10.1,6.6,0.2,8.1,20.0,25,1
ORD-001940,2025-02-16 14:56:35,BER-01,Berlin,14,6,2,1,4,14.77,0,household,80,1.0,9,8.0,1.13,-4.6,0,0.0,20.1,5.4,0.1,3.5,9.0,10,1
ORD-001941,2025-02-16 15:22:06,CGN-01,Cologne,15,6,2,1,7,21.35,0,snacks,25,0.455,2,8.333,1.32,-5.1,0,0.0,25.5,4.9,3.6,6.1,14.6,15,1
ORD-001942,2025-02-16 15:44:01,CGN-01,Cologne,15,6,2,1,5,22.92,0,meat_fish,25,0.455,1,12.5,0.3,1.2,0,0.0,4.7,4.9,1.4,1.5,7.8,10,1
ORD-001943,2025-02-16 17:06:14,CGN-01,Cologne,17,6,2,1,3,10.89,0,alcohol,22,0.4,1,11.0,2.77,-6.7,0,0.0,17.7,3.8,4.2,13.7,21.7,25,1
ORD-001944,2025-02-16 17:22:29,HAM-01,Hamburg,17,6,2,1,5,13.07,0,meat_fish,41,0.586,2,13.667,2.94,-5.5,0,0.0,4.8,3.6,1.4,12.2,17.2,15,0
ORD-001945,2025-02-16 17:29:29,HAM-01,Hamburg,17,6,2,1,4,9.96,0,dairy,38,0.543,6,5.429,2.57,-9.4,0,0.0,18.9,3.9,0.9,11.4,16.2,15,0
ORD-001946,2025-02-16 17:53:39,BER-02,Berlin,17,6,2,1,4,4.09,0,beverages,33,0.55,3,8.25,1.75,-1.6,0,0.0,27.5,4.9,0.6,5.6,11.1,10,0
ORD-001947,2025-02-16 18:03:00,HAM-01,Hamburg,18,6,2,1,2,3.95,0,dairy,70,1.0,11,5.833,1.82,-5.8,0,0.0,25.2,5.7,0.6,10.7,17.0,15,0
ORD-001948,2025-02-16 18:10:20,MUC-01,Munich,18,6,2,1,1,2.5,0,fresh_produce,75,1.0,6,10.714,3.03,-3.8,0,0.0,10.5,5.2,0.4,14.9,20.5,25,1
ORD-001949,2025-02-16 18:13:14,CGN-01,Cologne,18,6,2,1,6,22.01,0,dairy,55,1.0,10,5.0,0.56,-3.4,1,1.3,17.4,7.4,0.1,4.2,11.7,10,0
ORD-001950,2025-02-16 18:14:38,BER-01,Berlin,18,6,2,1,10,42.45,0,personal_care,80,1.0,10,7.273,1.5,-2.2,0,0.0,6.6,8.9,0.0,7.7,16.6,15,0
ORD-001951,2025-02-16 18:25:50,HAM-01,Hamburg,18,6,2,1,6,16.91,0,meat_fish,70,1.0,13,5.0,2.15,-3.1,0,0.0,6.3,6.1,0.1,7.1,13.3,15,1
ORD-001952,2025-02-16 18:51:18,HAM-01,Hamburg,18,6,2,1,4,13.84,0,dairy,68,0.971,4,13.6,3.09,-3.6,0,0.0,12.1,6.2,0.3,13.8,20.3,25,1
ORD-001953,2025-02-16 18:53:51,HAM-01,Hamburg,18,6,2,1,5,10.72,0,meat_fish,69,0.986,11,5.75,1.27,-6.0,1,1.2,8.3,6.3,0.6,7.3,14.2,15,1
ORD-001954,2025-02-16 19:20:45,MUC-01,Munich,19,6,2,1,8,29.34,0,bakery,75,1.0,6,10.714,2.61,-3.6,1,1.4,11.3,6.2,0.1,15.0,21.3,25,1
ORD-001955,2025-02-16 19:23:06,CGN-01,Cologne,19,6,2,1,5,15.15,0,bakery,41,0.745,7,5.125,0.7,-8.9,0,0.0,9.8,6.1,0.0,4.5,10.6,10,0
ORD-001956,2025-02-16 19:26:43,DUS-01,Düsseldorf,19,6,2,1,2,4.83,0,meat_fish,50,1.0,3,12.5,1.3,-5.3,0,0.0,10.5,5.4,2.4,7.3,15.1,15,0
ORD-001957,2025-02-16 19:27:55,BER-01,Berlin,19,6,2,1,7,29.03,0,dairy,80,1.0,11,6.667,3.08,-3.7,1,3.2,16.8,7.3,0.1,16.5,23.9,25,1
ORD-001958,2025-02-16 19:54:13,MUC-01,Munich,19,6,2,1,11,37.9,0,dairy,75,1.0,8,8.333,1.17,-7.0,1,9.5,7.3,9.3,0.2,10.1,19.6,15,0
ORD-001959,2025-02-16 20:38:15,HAM-01,Hamburg,20,6,2,1,6,21.46,0,frozen,70,1.0,14,4.667,0.96,-5.5,1,1.7,16.0,7.5,0.9,5.5,13.9,15,1
ORD-001960,2025-02-16 20:47:05,HAM-01,Hamburg,20,6,2,1,3,7.24,0,household,70,1.0,13,5.0,1.62,-5.4,1,1.0,5.7,5.3,0.2,7.0,12.5,15,1
ORD-001961,2025-02-16 21:08:12,BER-01,Berlin,21,6,2,1,3,10.49,0,alcohol,75,0.938,7,9.375,1.35,-0.8,0,0.0,5.3,5.9,1.1,4.7,11.7,10,0
ORD-001962,2025-02-16 21:17:12,BER-01,Berlin,21,6,2,1,6,15.48,0,beverages,80,1.0,14,5.333,0.65,-11.2,1,0.1,14.3,6.4,0.0,5.0,11.4,10,0
ORD-001963,2025-02-16 21:21:13,DUS-01,Düsseldorf,21,6,2,1,3,10.5,0,beverages,50,1.0,4,10.0,1.82,-3.5,0,0.0,10.5,4.7,0.4,5.4,10.5,10,0
ORD-001964,2025-02-16 21:30:24,MUC-01,Munich,21,6,2,1,4,10.58,0,alcohol,69,0.92,6,9.857,1.02,-6.9,1,1.9,13.9,4.5,0.2,4.4,9.1,10,1
ORD-001965,2025-02-16 21:42:17,HAM-01,Hamburg,21,6,2,1,3,11.05,0,frozen,70,1.0,11,5.833,1.09,-7.5,0,0.0,5.6,6.3,0.1,2.7,9.1,10,1
ORD-001966,2025-02-16 21:55:15,CGN-01,Cologne,21,6,2,1,9,32.9,0,household,50,0.909,3,12.5,2.6,-4.5,0,0.0,6.9,9.1,0.6,10.0,19.7,15,0
ORD-001967,2025-02-16 22:45:12,BER-01,Berlin,22,6,2,1,7,19.92,0,beverages,20,0.25,1,10.0,1.21,-3.1,0,0.0,4.7,3.8,1.9,1.7,7.4,10,1
ORD-001968,2025-02-16 23:50:51,MUC-01,Munich,23,6,2,1,4,14.92,0,fresh_produce,43,0.573,2,14.333,1.81,-8.2,1,4.7,15.6,5.0,0.3,8.5,13.8,15,1
ORD-001969,2025-02-17 01:55:21,MUC-01,Munich,1,0,2,0,6,19.18,0,frozen,19,0.253,2,6.333,3.91,-4.8,1,6.5,14.5,4.9,0.3,20.1,25.3,25,0
ORD-001970,2025-02-17 08:33:53,HAM-01,Hamburg,8,0,2,0,3,9.57,0,alcohol,30,0.429,2,10.0,2.34,-8.8,0,0.0,7.4,4.5,1.9,9.0,15.4,15,0
ORD-001971,2025-02-17 09:16:16,BER-02,Berlin,9,0,2,0,6,25.34,0,snacks,27,0.45,1,13.5,1.09,-0.1,0,0.0,38.5,4.8,0.1,6.4,11.3,10,0
ORD-001972,2025-02-17 09:16:29,DUS-01,Düsseldorf,9,0,2,0,8,19.54,0,snacks,16,0.32,1,8.0,0.89,-3.9,0,0.0,5.8,4.3,8.0,5.2,17.5,15,0
ORD-001973,2025-02-17 09:19:05,BER-02,Berlin,9,0,2,0,2,2.5,0,alcohol,14,0.233,1,7.0,2.87,-1.9,0,0.0,3.7,2.2,2.1,10.8,15.1,15,0
ORD-001974,2025-02-17 10:08:28,BER-01,Berlin,10,0,2,0,4,7.98,0,snacks,30,0.375,3,7.5,2.13,-1.0,0,0.0,28.7,4.7,0.7,7.6,13.0,15,1
ORD-001975,2025-02-17 10:27:49,MUC-01,Munich,10,0,2,0,6,19.62,0,alcohol,28,0.373,4,5.6,1.62,-6.5,0,0.0,3.7,5.4,0.2,7.2,12.8,15,1
ORD-001976,2025-02-17 11:30:41,MUC-01,Munich,11,0,2,0,8,17.91,1,bakery,31,0.413,4,6.2,2.5,-7.1,0,0.0,6.5,6.1,0.4,11.1,17.6,15,0
ORD-001977,2025-02-17 11:34:12,CGN-01,Cologne,11,0,2,0,4,21.13,1,dairy,15,0.273,1,7.5,0.34,-9.7,0,0.0,12.7,5.7,3.6,1.5,14.0,15,1
ORD-001978,2025-02-17 11:50:34,CGN-01,Cologne,11,0,2,0,4,16.62,0,beverages,16,0.291,3,4.0,0.6,-4.8,0,0.0,7.2,4.7,4.6,1.5,10.8,10,0
ORD-001979,2025-02-17 12:07:21,MUC-01,Munich,12,0,2,0,5,20.88,0,bakery,69,0.92,6,9.857,3.02,-7.4,0,0.0,8.8,7.0,0.6,10.7,18.3,15,0
ORD-001980,2025-02-17 12:08:55,BER-02,Berlin,12,0,2,0,5,12.55,0,snacks,40,0.667,2,13.333,3.78,-3.9,1,5.0,17.0,6.1,2.0,14.8,34.5,35,1
ORD-001981,2025-02-17 12:10:09,DUS-01,Düsseldorf,12,0,2,0,4,12.44,1,personal_care,40,0.8,8,4.444,4.58,-3.5,0,0.0,9.4,4.8,0.9,15.9,21.6,25,1
ORD-001982,2025-02-17 12:13:19,BER-02,Berlin,12,0,2,0,4,12.81,1,meat_fish,50,0.833,6,7.143,1.11,-5.7,0,0.0,9.1,6.9,0.1,2.1,9.1,10,1
ORD-001983,2025-02-17 12:20:39,BER-01,Berlin,12,0,2,0,5,13.74,0,beverages,67,0.838,12,5.154,0.54,-5.3,0,0.0,9.4,5.5,0.3,1.8,7.6,10,1
ORD-001984,2025-02-17 13:07:23,BER-02,Berlin,13,0,2,0,2,2.5,0,alcohol,51,0.85,4,10.2,1.59,-4.2,0,0.0,6.8,5.2,0.6,5.3,11.1,10,0
ORD-001985,2025-02-17 14:16:36,HAM-01,Hamburg,14,0,2,0,4,15.34,0,frozen,48,0.686,6,6.857,1.97,-5.8,0,0.0,4.0,6.3,0.7,6.6,19.8,15,0
ORD-001986,2025-02-17 14:54:07,BER-02,Berlin,14,0,2,0,4,13.73,0,fresh_produce,48,0.8,6,6.857,0.92,-7.7,0,0.0,12.9,5.0,0.1,1.6,6.7,10,1
ORD-001987,2025-02-17 15:26:45,BER-02,Berlin,15,0,2,0,8,14.46,1,snacks,21,0.35,2,7.0,0.88,-7.7,1,3.5,6.1,6.3,2.4,2.0,10.7,10,0
ORD-001988,2025-02-17 15:27:54,HAM-01,Hamburg,15,0,2,0,3,9.36,0,frozen,17,0.243,2,5.667,1.66,-4.3,0,0.0,18.4,2.9,0.3,6.7,9.9,10,1
ORD-001989,2025-02-17 16:36:00,BER-02,Berlin,16,0,2,0,4,13.46,0,bakery,30,0.5,1,15.0,0.47,-6.5,0,0.0,5.1,4.8,5.0,1.5,11.3,10,0
ORD-001990,2025-02-17 16:49:13,BER-01,Berlin,16,0,2,0,5,19.28,0,dairy,26,0.325,6,3.714,1.41,-8.2,0,0.0,4.6,4.1,0.0,3.3,7.4,10,1
ORD-001991,2025-02-17 17:11:54,BER-01,Berlin,17,0,2,0,2,3.33,0,beverages,16,0.2,1,8.0,2.99,-11.0,0,0.0,6.3,1.4,4.7,11.8,17.9,15,0
ORD-001992,2025-02-17 17:18:45,CGN-01,Cologne,17,0,2,0,7,26.06,0,frozen,24,0.436,5,4.0,2.89,-6.2,0,0.0,7.3,5.0,0.1,10.5,15.6,15,0
ORD-001993,2025-02-17 18:14:15,DUS-01,Düsseldorf,18,0,2,0,5,16.39,1,beverages,48,0.96,6,6.857,0.94,4.2,0,0.0,7.4,7.4,0.1,3.3,10.8,10,0
ORD-001994,2025-02-17 18:19:26,BER-01,Berlin,18,0,2,0,5,19.56,0,snacks,73,0.912,9,7.3,2.42,-8.9,1,3.4,10.3,5.4,0.7,14.4,20.5,25,1
ORD-001995,2025-02-17 18:22:33,MUC-01,Munich,18,0,2,0,7,16.25,0,snacks,72,0.96,5,12.0,1.74,-2.9,0,0.0,6.9,6.3,0.4,8.5,15.2,15,0
ORD-001996,2025-02-17 18:23:10,DUS-01,Düsseldorf,18,0,2,0,2,2.5,0,alcohol,45,0.9,8,5.0,1.49,-2.2,1,0.3,11.4,4.5,0.2,6.4,11.1,10,0
ORD-001997,2025-02-17 18:26:08,BER-02,Berlin,18,0,2,0,3,8.35,0,dairy,55,0.917,6,7.857,1.38,-8.8,0,0.0,15.2,3.9,0.5,4.7,9.1,10,1
ORD-001998,2025-02-17 18:29:28,CGN-01,Cologne,18,0,2,0,5,11.44,0,household,41,0.745,7,5.125,2.09,-6.2,0,0.0,5.0,6.7,0.3,10.1,17.1,15,0
ORD-001999,2025-02-17 18:43:38,DUS-01,Düsseldorf,18,0,2,0,4,9.3,0,dairy,35,0.7,4,7.0,0.33,-4.8,0,0.0,24.9,5.8,0.1,1.5,7.4,10,1
ORD-002000,2025-02-17 18:58:59,BER-02,Berlin,18,0,2,0,13,26.33,0,meat_fish,43,0.717,9,4.3,1.71,-0.6,0,0.0,6.9,8.0,0.2,9.4,17.6,15,0
ORD-002001,2025-02-17 19:01:22,BER-01,Berlin,19,0,2,0,5,19.17,0,snacks,69,0.862,11,5.75,0.97,-9.4,0,0.0,26.1,5.7,0.1,4.9,10.7,10,0
ORD-002002,2025-02-17 19:05:37,DUS-01,Düsseldorf,19,0,2,0,4,19.52,1,alcohol,47,0.94,5,7.833,0.91,-5.0,1,2.9,5.8,7.0,0.2,5.4,12.6,15,1
ORD-002003,2025-02-17 19:21:03,BER-02,Berlin,19,0,2,0,3,3.3,0,beverages,48,0.8,5,8.0,0.88,-6.0,0,0.0,14.1,4.7,0.7,3.6,18.4,15,0
ORD-002004,2025-02-17 19:34:54,BER-01,Berlin,19,0,2,0,2,5.43,0,snacks,59,0.738,5,9.833,3.3,-4.7,0,0.0,14.2,4.9,0.2,15.5,20.6,25,1
ORD-002005,2025-02-17 19:43:37,HAM-01,Hamburg,19,0,2,0,6,13.38,0,meat_fish,66,0.943,8,7.333,2.53,-9.1,1,3.9,15.0,8.0,0.3,11.6,19.9,15,0
ORD-002006,2025-02-17 19:47:58,BER-01,Berlin,19,0,2,0,7,11.31,0,fresh_produce,67,0.838,9,6.7,1.58,1.0,1,3.3,4.6,6.8,0.4,9.7,16.9,15,0
ORD-002007,2025-02-17 20:45:46,DUS-01,Düsseldorf,20,0,2,0,8,20.05,1,bakery,44,0.88,6,6.286,1.36,-5.5,0,0.0,10.7,8.7,0.1,5.8,14.6,15,1
ORD-002008,2025-02-17 20:50:49,BER-01,Berlin,20,0,2,0,4,12.6,0,beverages,66,0.825,14,4.4,2.69,-4.6,0,0.0,12.5,5.7,0.1,8.8,14.6,15,1
ORD-002009,2025-02-17 20:51:46,BER-02,Berlin,20,0,2,0,3,9.86,0,meat_fish,50,0.833,4,10.0,2.69,-8.9,1,2.3,15.8,4.8,0.1,9.8,14.7,15,1
ORD-002010,2025-02-17 20:55:59,CGN-01,Cologne,20,0,2,0,5,10.08,1,alcohol,55,1.0,4,11.0,0.73,-8.8,0,0.0,17.0,8.9,0.0,2.7,11.6,10,0
ORD-002011,2025-02-17 22:09:57,CGN-01,Cologne,22,0,2,0,1,6.59,1,bakery,12,0.218,1,6.0,1.51,-4.4,0,0.0,8.0,4.0,5.7,7.1,16.8,15,0
ORD-002012,2025-02-18 02:50:04,DUS-01,Düsseldorf,2,1,2,0,4,4.42,0,snacks,17,0.34,2,5.667,1.73,-3.1,0,0.0,14.2,3.9,0.8,5.1,9.8,10,1
ORD-002013,2025-02-18 07:36:41,HAM-01,Hamburg,7,1,2,0,9,36.7,0,fresh_produce,29,0.414,5,4.833,2.06,-4.2,0,0.0,17.0,5.3,0.4,5.2,10.9,10,0
ORD-002014,2025-02-18 09:01:12,DUS-01,Düsseldorf,9,1,2,0,7,23.12,0,household,21,0.42,2,7.0,3.48,-4.6,0,0.0,13.7,5.7,4.1,18.6,28.4,25,0
ORD-002015,2025-02-18 09:16:30,HAM-01,Hamburg,9,1,2,0,7,31.85,0,snacks,13,0.186,2,4.333,1.54,-3.8,0,0.0,30.2,4.0,0.2,8.5,12.7,15,1
ORD-002016,2025-02-18 09:29:16,CGN-01,Cologne,9,1,2,0,4,12.64,0,meat_fish,12,0.218,2,4.0,2.95,-9.1,0,0.0,10.0,2.3,0.9,12.9,16.1,15,0
ORD-002017,2025-02-18 09:49:12,HAM-01,Hamburg,9,1,2,0,6,23.46,1,beverages,28,0.4,3,7.0,1.4,-3.5,1,2.5,12.7,7.0,1.6,9.8,18.4,15,0
ORD-002018,2025-02-18 09:58:21,DUS-01,Düsseldorf,9,1,2,0,6,24.02,0,snacks,23,0.46,2,7.667,2.42,-3.6,0,0.0,9.4,6.0,2.0,10.1,18.1,15,0
ORD-002019,2025-02-18 10:25:41,MUC-01,Munich,10,1,2,0,5,10.51,0,household,18,0.24,3,4.5,0.88,-9.2,0,0.0,8.4,3.7,0.9,3.2,7.8,10,1
